Provider,HotelCode,RoomCategory,RoomType,MealType,Cost
lotsofhotels,196058,Suite,DB,RO,1312.25
lotsofhotels,196058,Suite,DB,RO,1328.43
lotsofhotels,196058,Suite,DB,RO,1427.03
lotsofhotels,196058,Suite,DB,RO,1466.46
lotsofhotels,196058,Suite,DB,RO,1519.62
lotsofhotels,196058,Suite,DB,RO,1613.91
lotsofhotels,196058,Suite,DB,RO,1632.74
lotsofhotels,196058,Suite,DB,RO,1743.24
tourico,196058,Suite,DB,RO,1240.61
tourico,196058,Suite,DB,RO,1347.36
getaroom,196058,Suite,DB,RO,1667.12
getaroom,196058,Suite,DB,RO,1457.44
jacob,10eec9,Deluxe,DB,BC,1022.96
jacob,10eec9,Deluxe,DB,BC,1120.54
jacob,10eec9,Deluxe,DB,BC,1796.44
jacob,10eec9,Deluxe,DB,BC,2590.81
jacob,10eec9,Deluxe,DB,BC,974.20
jacob,10eec9,Deluxe,DB,BC,1071.75
lotsofhotels_direct,1091d2,Standard,DB,BC,1131.55
lotsofhotels_direct,1091d2,Standard,DB,BC,2461.97
lotsofhotels_direct,1091d2,Standard,DB,BC,2461.97
getaroom,10fb57,Standard,TW,RO,555.30
getaroom,10fb57,Standard,TW,RO,598.70
lotsofhotels,1092c4,Standard,DB,BC,2069.27
lotsofhotels,1092c4,Standard,DB,BC,2069.27
lotsofhotels,1092c4,Standard,DB,BC,2299.22
lotsofhotels,1092c4,Standard,DB,BC,2398.55
lotsofhotels,1092c4,Standard,DB,BC,2398.55
lotsofhotels,1092c4,Standard,DB,BC,2398.55
lotsofhotels,1092c4,Standard,DB,BC,2665.04
lotsofhotels,1092c4,Standard,DB,BC,2868.81
lotsofhotels,1092c4,Standard,DB,BC,2868.81
lotsofhotels,1092c4,Standard,DB,BC,3522.88
jacob,1092c4,Standard,DB,BC,1951.88
jacob,1092c4,Standard,DB,BC,2262.40
jacob,1092c4,Standard,DB,BC,2705.99
hbeds,110f89,Standard,QB,BC,3610.56
hbeds,110f89,Standard,QB,BC,4121.54
hbeds,110f89,Standard,QB,BC,4377.11
hbeds,110f89,Standard,QB,BC,4781.78
lotsofhotels,18e652,Deluxe,TW,HB,1162.42
lotsofhotels,18e652,Deluxe,TW,HB,1224.46
getaroom,106015,Standard,TW,RO,1416.36
getaroom,106015,Standard,TW,RO,1569.28
getaroom,106015,Standard,TW,RO,1666.60
getaroom,106015,Standard,TW,RO,1845.69
hotusa,10a0bf,Standard,DB,RO,1343.58
hotusa,10a0bf,Standard,DB,RO,1296.12
hotusa,10a0bf,Standard,DB,RO,2508.03
miki,10a0bf,Standard,DB,RO,1417.36
lotsofhotels_direct,109cbb,Standard,DB,RO,895.74
lotsofhotels_direct,109cbb,Standard,DB,RO,1284.22
lotsofhotels_direct,109cbb,Standard,DB,RO,1333.43
lotsofhotels_direct,109cbb,Standard,DB,RO,1441.71
lotsofhotels_direct,109cbb,Standard,DB,RO,1532.79
lotsofhotels_direct,109cbb,Standard,DB,RO,1588.44
lotsofhotels_direct,109cbb,Standard,DB,RO,1592.85
lotsofhotels_direct,109cbb,Standard,DB,RO,1649.76
lotsofhotels_direct,109cbb,Standard,DB,RO,1947.05
lotsofhotels_direct,109cbb,Standard,DB,RO,2022.51
lotsofhotels_direct,109cbb,Standard,DB,RO,2171.68
lotsofhotels_direct,109cbb,Standard,DB,RO,2251.34
lotsofhotels_direct,109cbb,Standard,DB,RO,2338.91
smyrooms,190a44,Standard,DB,BC,1835.26
lotsofhotels,11a7bc,Superior,DB,HB,1319.67
lotsofhotels,11a7bc,Superior,DB,HB,1319.67
youtravel,1a6152,Suite,DB,HB,955.72
hbeds,1091cb,Standard,QB,FB,972.83
olympiaeurope,12128c,Suite,DB,RO,1476.16
olympiaeurope,12128c,Suite,DB,RO,1574.58
olympiaeurope,12128c,Suite,DB,RO,1574.58
olympiaeurope,12128c,Suite,DB,RO,1673.00
smyrooms,12128c,Suite,DB,RO,1252.27
hbeds,1a0d5c,Deluxe,QB,RO,3532.48
hbeds,1a0d5c,Deluxe,QB,RO,3766.07
hbeds,1a0d5c,Deluxe,QB,RO,3999.87
hbeds,1a0d5c,Deluxe,QB,RO,4233.46
lotsofhotels,190469,Deluxe,DB,HB,1761.89
tourico,190469,Deluxe,DB,HB,1645.00
hotusa,1091cc,Standard,DB,BE,324.24
hbeds,10a261,Deluxe,QB,HB,1682.06
hbeds,10a261,Deluxe,QB,HB,1778.74
smyrooms,1239a8,Standard,DB,RO,359.93
smyrooms,1239a8,Standard,DB,RO,330.14
hbeds,13bab1,Apartment,DB,RO,1041.11
hbeds,13bab1,Apartment,DB,RO,1284.57
hbeds,190a48,Deluxe,DB,BC,1268.54
lotsofhotels,10984d,Superior,DB,HB,1515.21
lotsofhotels,10984d,Superior,DB,HB,1586.25
compass,110f89,Deluxe,DB,RO,12360.00
compass,110f89,Deluxe,DB,RO,13620.00
compass,110f89,Deluxe,DB,RO,13620.00
compass,110f89,Deluxe,DB,RO,14880.00
miki,10a1fd,Suite,DB,BC,1939.42
miki,10a1fd,Suite,DB,BC,2117.08
lotsofhotels,11a7bc,Suite,DB,HB,2216.18
lotsofhotels,11a7bc,Suite,DB,HB,2216.18
hbeds,10926b,Apartment,DB,BC,762.92
hbeds,10926b,Apartment,DB,BC,1287.39
tourico,10926e,Deluxe,TW,BC,590.40
tourico,10926e,Deluxe,TW,BC,705.18
hbeds,19448b,Suite,TB,RO,4227.93
jacob,18191a,Standard,DB,RO,3002.16
hbeds,188ea1,Junior Suite,TB,BC,1068.16
tourico,11975b,Junior Suite,TW,BC,1709.75
tourico,11975b,Junior Suite,TW,BC,2173.43
lotsofhotels,1a6152,Deluxe,DB,FB,1720.93
hbeds,1179d3,Deluxe,QB,BC,852.37
tourico,116350,Standard,DB,BC,495.23
lotsofhotels,11a7bc,Deluxe,DB,FB,1887.58
lotsofhotels,11a7bc,Deluxe,DB,FB,2002.11
lotsofhotels,11a7bc,Deluxe,DB,FB,1887.58
lotsofhotels,11a7bc,Deluxe,DB,FB,2002.11
compass,139083,Suite,QB,BC,7775.00
compass,139083,Suite,QB,BC,6900.00
compass,139083,Suite,QB,BC,7775.00
compass,139083,Suite,QB,BC,6900.00
compass,139083,Suite,QB,BC,4450.00
compass,139083,Suite,QB,BC,3750.00
compass,139083,Suite,QB,BC,3904.00
compass,139083,Suite,QB,BC,3498.00
compass,139083,Suite,QB,BC,3904.00
compass,139083,Suite,QB,BC,3498.00
tourico,15df62,Suite,TW,RO,1722.15
tourico,15df62,Suite,TW,RO,2950.79
lotsofhotels,111506,Suite,DB,RO,1390.75
lotsofhotels,111506,Suite,DB,RO,1595.28
lotsofhotels,111506,Suite,DB,RO,1668.39
lotsofhotels,111506,Suite,DB,RO,1914.76
lotsofhotels,111506,Suite,DB,RO,3336.83
tourico,111506,Suite,DB,RO,2282.26
tourico,111506,Suite,DB,RO,2384.04
tourico,111506,Suite,DB,RO,2535.88
tourico,111506,Suite,DB,RO,2648.99
tourico,111506,Suite,DB,RO,2994.58
tourico,111506,Suite,DB,RO,3318.86
tourico,111506,Suite,DB,RO,5424.00
tourico,111506,Suite,DB,RO,6026.68
jacob,111506,Suite,DB,RO,1821.34
jacob,111506,Suite,DB,RO,1625.50
getaroom,111506,Suite,DB,RO,1933.87
getaroom,111506,Suite,DB,RO,1757.67
getaroom,111506,Suite,DB,RO,2167.29
getaroom,111506,Suite,DB,RO,1969.41
getaroom,111506,Suite,DB,RO,2289.70
getaroom,111506,Suite,DB,RO,2514.41
getaroom,111506,Suite,DB,RO,3188.60
getaroom,111506,Suite,DB,RO,5435.78
getaroom,111506,Suite,DB,RO,2100.36
getaroom,111506,Suite,DB,RO,2310.64
getaroom,111506,Suite,DB,RO,2941.34
getaroom,111506,Suite,DB,RO,5674.58
getaroom,111506,Suite,DB,RO,2086.82
getaroom,111506,Suite,DB,RO,2177.53
getaroom,111506,Suite,DB,RO,2268.31
getaroom,111506,Suite,DB,RO,2812.79
getaroom,111506,Suite,DB,RO,5081.07
getaroom,111506,Suite,DB,RO,2047.24
getaroom,111506,Suite,DB,RO,2136.24
getaroom,111506,Suite,DB,RO,2225.29
getaroom,111506,Suite,DB,RO,2403.22
getaroom,111506,Suite,DB,RO,2759.41
getaroom,111506,Suite,DB,RO,4984.74
getaroom,111506,Suite,DB,RO,2385.64
getaroom,111506,Suite,DB,RO,2481.05
getaroom,111506,Suite,DB,RO,2576.42
getaroom,111506,Suite,DB,RO,2767.36
getaroom,111506,Suite,DB,RO,2867.44
getaroom,111506,Suite,DB,RO,2962.85
getaroom,111506,Suite,DB,RO,3058.22
getaroom,111506,Suite,DB,RO,3149.03
getaroom,111506,Suite,DB,RO,3249.21
getaroom,111506,Suite,DB,RO,3349.30
getaroom,111506,Suite,DB,RO,3444.77
getaroom,111506,Suite,DB,RO,3540.11
getaroom,111506,Suite,DB,RO,3630.88
getaroom,111506,Suite,DB,RO,3731.02
getaroom,111506,Suite,DB,RO,4112.69
getaroom,111506,Suite,DB,RO,5725.49
getaroom,111506,Suite,DB,RO,6207.36
getaroom,111506,Suite,DB,RO,6689.21
getaroom,111506,Suite,DB,RO,2225.29
getaroom,111506,Suite,DB,RO,2314.27
getaroom,111506,Suite,DB,RO,2581.34
getaroom,111506,Suite,DB,RO,2707.10
getaroom,111506,Suite,DB,RO,2796.08
getaroom,111506,Suite,DB,RO,2937.37
getaroom,111506,Suite,DB,RO,3063.18
getaroom,111506,Suite,DB,RO,3188.95
getaroom,111506,Suite,DB,RO,3277.97
getaroom,111506,Suite,DB,RO,3419.22
getaroom,111506,Suite,DB,RO,3544.98
getaroom,111506,Suite,DB,RO,3901.03
getaroom,111506,Suite,DB,RO,5340.67
getaroom,111506,Suite,DB,RO,5822.52
getaroom,111506,Suite,DB,RO,6304.37
hbeds,1092fb,Standard,TB,BC,661.26
lotsofhotels,1091d0,Standard,DB,BC,774.68
lotsofhotels,1091d0,Standard,DB,BC,774.68
lotsofhotels,1091d0,Standard,DB,BC,775.04
lotsofhotels,1091d0,Standard,DB,BC,775.04
tourico,1091d0,Standard,DB,BC,733.83
hbeds,112057,Apartment,DB,BC,704.04
hbeds,112057,Apartment,DB,BC,1028.33
hbeds,136f5a,Deluxe,DB,HB,767.76
smyrooms,136f5a,Deluxe,DB,HB,594.87
olympiaeurope,154829,Deluxe,DB,BE,1000.09
lotsofhotels,10a1fd,Deluxe,DB,RO,1272.96
lotsofhotels,10a1fd,Deluxe,DB,RO,1472.35
getaroom,10a1fd,Deluxe,DB,RO,1615.42
getaroom,1091ff,Deluxe,DB,RO,399.45
getaroom,1091ff,Deluxe,DB,RO,435.81
getaroom,1091ff,Deluxe,DB,RO,435.81
getaroom,1091ff,Deluxe,DB,RO,451.36
lotsofhotels,10a118,Deluxe,DB,HB,1149.54
lotsofhotels,10a118,Deluxe,DB,HB,1107.82
lotsofhotels,10a118,Deluxe,DB,HB,1149.54
smyrooms,190a44,Suite,DB,RO,1523.98
tourico,10920d,Standard,TW,BC,1591.03
tourico,10920d,Standard,TW,BC,2545.55
tourico,10920d,Standard,TW,BC,2803.97
tourico,10920d,Standard,TW,BC,3437.19
tourico,10920d,Standard,TW,BC,3811.81
tourico,10920d,Standard,TW,BC,1591.03
tourico,10920d,Standard,TW,BC,2545.55
tourico,10920d,Standard,TW,BC,2803.97
tourico,10920d,Standard,TW,BC,3437.19
tourico,10920d,Standard,TW,BC,3811.81
lotsofhotels,12229a,Superior,TW,BC,750.42
miki,1148b9,Standard,TW,RO,1070.03
lotsofhotels,1b44d5,Standard,DB,BC,703.98
lotsofhotels,1b44d5,Standard,DB,BC,950.36
olympiaeurope,110f86,Junior Suite,DB,BE,1744.26
olympiaeurope,110f86,Junior Suite,DB,BE,1995.91
jacob,109683,Deluxe,DB,BC,1113.96
jacob,109683,Deluxe,DB,BC,1334.55
lotsofhotels,17d600,Standard,DB,BC,503.70
lotsofhotels,17d600,Standard,DB,BC,518.05
lotsofhotels,17d600,Standard,DB,BC,545.54
tourico,17d600,Standard,DB,BC,690.72
lotsofhotels_direct,10a1f6,Deluxe,DB,FB,3273.03
lotsofhotels_direct,10a1f6,Deluxe,DB,FB,4060.95
jacob,10a0e5,Deluxe,DB,RO,4644.92
jacob,10a0e5,Deluxe,DB,RO,4038.65
lotsofhotels,112370,Apartment,TW,RO,1742.51
lotsofhotels,112370,Apartment,TW,RO,1742.51
lotsofhotels,112370,Apartment,TW,RO,1790.88
lotsofhotels,112370,Apartment,TW,RO,1974.84
lotsofhotels,112370,Apartment,TW,RO,1974.84
lotsofhotels,112370,Apartment,TW,RO,2178.12
lotsofhotels,112370,Apartment,TW,RO,2468.55
hotusa,106015,Standard,DB,BE,853.23
hotusa,106015,Standard,DB,BE,1595.44
tourico,1b2f0a,Deluxe,TW,HB,1645.00
tourico,1b2f0a,Deluxe,TW,HB,1754.69
jacob,190bc8,Apartment,DB,RO,792.33
jacob,190bc8,Apartment,DB,RO,1485.54
jacob,190bc8,Apartment,DB,RO,742.77
jacob,190bc8,Apartment,DB,RO,1436.05
smyrooms,1a6152,Suite,DB,BC,730.12
smyrooms,1a6152,Suite,DB,BC,680.70
lotsofhotels,11e8f6,Suite,DB,HB,1107.82
lotsofhotels,11e8f6,Suite,DB,HB,1212.33
lotsofhotels,11e8f6,Suite,DB,HB,1316.84
lotsofhotels,11e8f6,Suite,DB,HB,1107.82
lotsofhotels,11e8f6,Suite,DB,HB,1212.33
lotsofhotels,11e8f6,Suite,DB,HB,1316.84
dotw,190bc8,Apartment,DB,HB,1114.15
dotw,190bc8,Apartment,DB,HB,1832.96
tourico,192dff,Standard,TW,RO,276.50
jacob,192dff,Standard,TW,RO,255.22
getaroom,192dff,Standard,TW,RO,260.97
getaroom,192dff,Standard,TW,RO,294.38
getaroom,192dff,Standard,TW,RO,275.93
getaroom,192dff,Standard,TW,RO,339.58
getaroom,192dff,Standard,TW,RO,279.62
getaroom,192dff,Standard,TW,RO,362.04
tourico,192dff,Standard,TW,RO,276.50
jacob,192dff,Standard,TW,RO,255.22
getaroom,192dff,Standard,TW,RO,260.97
getaroom,192dff,Standard,TW,RO,294.38
getaroom,192dff,Standard,TW,RO,275.93
getaroom,192dff,Standard,TW,RO,339.58
getaroom,192dff,Standard,TW,RO,279.62
getaroom,192dff,Standard,TW,RO,362.04
smyrooms,1091e1,Deluxe,DB,RO,950.20
smyrooms,1091e1,Deluxe,DB,RO,921.44
compass,1551fc,Deluxe,DB,RO,7700.00
compass,1551fc,Deluxe,DB,RO,7700.00
lotsofhotels,1091ef,Deluxe,DB,RO,1752.67
lotsofhotels,1091ef,Deluxe,DB,RO,2253.42
getaroom,1091ef,Deluxe,DB,RO,1051.86
getaroom,1091ef,Deluxe,DB,RO,1078.05
getaroom,1091ef,Deluxe,DB,RO,1451.34
getaroom,1091ef,Deluxe,DB,RO,1540.63
smyrooms,1025ed,Deluxe,DB,HB,1188.77
smyrooms,1025ed,Deluxe,DB,HB,1102.30
smyrooms,1025ed,Deluxe,DB,HB,1039.07
lotsofhotels_direct,102438,Standard,TW,RO,7478.52
getaroom,102438,Standard,TW,RO,4139.48
getaroom,102438,Standard,TW,RO,4460.86
getaroom,102438,Standard,TW,RO,4460.86
hbeds,10ad8b,Apartment,DB,BC,2496.41
hbeds,10ad8b,Apartment,DB,BC,3537.82
hbeds,10ad8b,Apartment,DB,BC,2933.43
hbeds,13b302,Deluxe,QB,FB,1920.93
hbeds,13b302,Deluxe,QB,FB,2013.08
hbeds,1930aa,Deluxe,DB,BC,921.89
getaroom,1091cd,Standard,TW,RO,1092.81
compass,175e1e,Suite,DB,RO,985.00
compass,175e1e,Suite,DB,RO,985.00
hbeds,1a0d5c,Suite,TB,RO,4129.30
hbeds,1a0d5c,Suite,TB,RO,4365.90
hbeds,1a0d5c,Suite,TB,RO,4710.02
hbeds,1a0d5c,Suite,TB,RO,5183.15
compass,1091d4,Standard,DB,RO,2513.00
lotsofhotels,110d81,Deluxe,DB,BC,325.72
lotsofhotels,110d81,Deluxe,DB,BC,370.99
lotsofhotels,191cd2,Suite,DB,RO,1581.34
lotsofhotels,191cd2,Suite,DB,RO,1671.90
lotsofhotels,191cd2,Suite,DB,RO,1782.60
lotsofhotels_direct,191cd2,Suite,DB,RO,1732.03
getaroom,191cd2,Suite,DB,RO,3606.54
getaroom,191cd2,Suite,DB,RO,5300.70
getaroom,191cd2,Suite,DB,RO,3683.48
getaroom,191cd2,Suite,DB,RO,5300.70
getaroom,191cd2,Suite,DB,RO,5223.77
getaroom,191cd2,Suite,DB,RO,3683.48
getaroom,191cd2,Suite,DB,RO,1370.95
getaroom,191cd2,Suite,DB,RO,1547.06
getaroom,191cd2,Suite,DB,RO,2706.35
getaroom,191cd2,Suite,DB,RO,3835.58
getaroom,191cd2,Suite,DB,RO,4042.63
getaroom,191cd2,Suite,DB,RO,4316.24
getaroom,191cd2,Suite,DB,RO,5518.00
getaroom,191cd2,Suite,DB,RO,5817.51
getaroom,191cd2,Suite,DB,RO,6257.44
getaroom,191cd2,Suite,DB,RO,1867.37
getaroom,191cd2,Suite,DB,RO,2073.51
getaroom,191cd2,Suite,DB,RO,2245.30
getaroom,191cd2,Suite,DB,RO,2495.45
getaroom,191cd2,Suite,DB,RO,3083.25
getaroom,191cd2,Suite,DB,RO,3423.63
getaroom,191cd2,Suite,DB,RO,1326.32
getaroom,191cd2,Suite,DB,RO,1400.53
getaroom,191cd2,Suite,DB,RO,1486.17
getaroom,191cd2,Suite,DB,RO,1579.65
getaroom,191cd2,Suite,DB,RO,3660.04
hbeds,1091db,Deluxe,DB,FB,1431.83
hbeds,18e652,Suite,TB,BC,873.26
lotsofhotels,1097e7,Suite,DB,RO,466.33
lotsofhotels,1097e7,Suite,DB,RO,515.96
lotsofhotels,1097e7,Suite,DB,RO,518.10
lotsofhotels,1097e7,Suite,DB,RO,518.10
lotsofhotels,1097e7,Suite,DB,RO,567.31
lotsofhotels,1097e7,Suite,DB,RO,664.13
lotsofhotels,1097e7,Suite,DB,RO,671.13
lotsofhotels,1097e7,Suite,DB,RO,674.20
lotsofhotels,1097e7,Suite,DB,RO,749.12
lotsofhotels,1097e7,Suite,DB,RO,749.12
jacob,1097e7,Suite,DB,RO,600.46
jacob,1097e7,Suite,DB,RO,600.46
getaroom,1097e7,Suite,DB,RO,645.46
getaroom,1097e7,Suite,DB,RO,645.46
hbeds,110f7e,Junior Suite,TB,HB,1385.50
expedia,1a6152,Standard,TW,RO,405.85
expedia,1a6152,Standard,TW,RO,456.69
hbeds,10926e,Deluxe,QB,FB,1128.51
smyrooms,13ddb0,Standard,DB,BC,403.12
smyrooms,13ddb0,Standard,DB,BC,483.55
compass,110f8b,Suite,DB,RO,1645.00
hbeds,13bab1,Apartment,DB,HB,1486.14
hbeds,13bab1,Apartment,DB,HB,2104.43
hbeds,131c7e,Apartment,DB,HB,1936.06
hbeds,131c7e,Apartment,DB,HB,2069.55
hbeds,131c7e,Apartment,DB,HB,2180.85
hbeds,131c7e,Apartment,DB,HB,2581.32
hbeds,131c7e,Apartment,DB,HB,2759.40
hbeds,131c7e,Apartment,DB,HB,3693.97
hbeds,131c7e,Apartment,DB,HB,3916.50
lotsofhotels,170f6f,Standard,DB,HB,3206.77
lotsofhotels,18e652,Shared Facility,DB,BC,904.43
lotsofhotels,18e652,Shared Facility,DB,BC,953.72
smyrooms,195fea,Standard,DB,FB,1542.36
youtravel,1a6152,Standard,DB,FB,987.15
hbeds,12229a,Deluxe,QB,RO,569.11
compass,196033,Deluxe,QB,RO,8300.00
hbeds,11ea7a,Deluxe,TB,BC,1093.47
hbeds,109293,Deluxe,QB,HB,1088.72
lotsofhotels,114024,Standard,TW,RO,378.98
lotsofhotels,114024,Standard,TW,RO,421.12
lotsofhotels,114024,Standard,TW,RO,427.83
getaroom,114024,Standard,TW,RO,354.77
getaroom,114024,Standard,TW,RO,565.54
getaroom,114024,Standard,TW,RO,540.65
getaroom,114024,Standard,TW,RO,523.54
getaroom,114024,Standard,TW,RO,550.26
getaroom,114024,Standard,TW,RO,394.30
getaroom,114024,Standard,TW,RO,438.07
travco,114024,Standard,TW,RO,495.50
lotsofhotels,11c06c,Standard,DB,BC,716.64
lotsofhotels,11c06c,Standard,DB,BC,893.04
tourico,11c06c,Standard,DB,BC,913.78
jacob,11c06c,Standard,DB,BC,704.19
jacob,11c06c,Standard,DB,BC,788.69
hbeds,1304c8,Standard,QB,RO,779.93
hbeds,110f7c,Standard,QB,BC,828.07
lotsofhotels,110f99,Superior,DB,HB,2549.53
lotsofhotels,10920a,Suite,DB,HB,1224.26
lotsofhotels,10920a,Suite,DB,HB,1328.84
compass,10b297,Apartment,DB,BC,2915.00
smyrooms,10984d,Superior,DB,RO,466.75
gta,1b390c,Standard,DB,RO,532.50
gta,1b390c,Standard,DB,RO,763.50
lotsofhotels,109cad,Suite,DB,FB,1892.11
compass,171b2b,Standard,TB,BC,4050.00
getaroom,11173c,Deluxe,TW,RO,630.76
getaroom,11173c,Deluxe,TW,RO,735.96
getaroom,11173c,Deluxe,TW,RO,816.77
getaroom,11173c,Deluxe,TW,RO,704.33
getaroom,11173c,Deluxe,TW,RO,811.75
getaroom,11173c,Deluxe,TW,RO,761.47
getaroom,11173c,Deluxe,TW,RO,872.14
getaroom,11173c,Deluxe,TW,RO,672.89
getaroom,11173c,Deluxe,TW,RO,778.02
hbeds,1025ed,Deluxe,DB,RO,393.10
tourico,10a118,Deluxe,TW,RO,688.73
tourico,10a118,Deluxe,TW,RO,845.18
smyrooms,1091e1,Standard,DB,BC,1460.99
smyrooms,1091e1,Standard,DB,BC,1671.44
smyrooms,1025ed,Deluxe,DB,FB,1436.86
smyrooms,1025ed,Deluxe,DB,FB,1549.46
smyrooms,1025ed,Deluxe,DB,FB,1366.53
lotsofhotels,10936b,Junior Suite,DB,HB,5657.71
lotsofhotels,10936b,Junior Suite,DB,HB,19935.38
hotusa,18ee86,Standard,DB,BE,1510.39
hotusa,18ee86,Standard,DB,BE,1131.06
hotusa,18ee86,Standard,DB,BE,1257.48
hotusa,18ee86,Standard,DB,BE,954.03
hotusa,18ee86,Standard,DB,BE,1510.39
hotusa,18ee86,Standard,DB,BE,1131.06
hotusa,18ee86,Standard,DB,BE,954.03
hotusa,18ee86,Standard,DB,BE,1257.48
hotusa,18ee86,Standard,DB,BE,1510.39
hotusa,18ee86,Standard,DB,BE,1131.06
hotusa,18ee86,Standard,DB,BE,1257.48
hotusa,18ee86,Standard,DB,BE,954.03
hotusa,18ee86,Standard,DB,BE,1510.39
hotusa,18ee86,Standard,DB,BE,1131.06
hotusa,18ee86,Standard,DB,BE,954.03
hotusa,18ee86,Standard,DB,BE,1257.48
smyrooms,1148b9,Deluxe,DB,RO,492.93
smyrooms,1148b9,Deluxe,DB,RO,527.36
getaroom,11c06c,Junior Suite,DB,RO,1205.34
getaroom,11c06c,Junior Suite,DB,RO,1506.46
getaroom,11c06c,Junior Suite,DB,RO,1772.72
hotusa,10a0bf,Junior Suite,DB,RO,2360.26
lotsofhotels,19601b,Superior,DB,RO,609.84
lotsofhotels,19601b,Superior,DB,RO,645.25
lotsofhotels,19601b,Superior,DB,RO,651.63
lotsofhotels,19601b,Superior,DB,RO,668.71
lotsofhotels,19601b,Superior,DB,RO,693.22
lotsofhotels,19601b,Superior,DB,RO,742.98
lotsofhotels,19601b,Superior,DB,RO,763.79
tourico,19601b,Superior,DB,RO,746.20
getaroom,19601b,Superior,DB,RO,562.55
getaroom,19601b,Superior,DB,RO,571.00
getaroom,19601b,Superior,DB,RO,625.04
getaroom,19601b,Superior,DB,RO,784.25
getaroom,19601b,Superior,DB,RO,688.86
getaroom,19601b,Superior,DB,RO,726.99
getaroom,19601b,Superior,DB,RO,641.14
getaroom,19601b,Superior,DB,RO,768.54
getaroom,19601b,Superior,DB,RO,768.54
getaroom,19601b,Superior,DB,RO,941.14
getaroom,19601b,Superior,DB,RO,941.14
getaroom,19601b,Superior,DB,RO,1247.07
getaroom,19601b,Superior,DB,RO,1247.07
getaroom,19601b,Superior,DB,RO,705.60
getaroom,19601b,Superior,DB,RO,1108.86
getaroom,19601b,Superior,DB,RO,876.46
getaroom,19601b,Superior,DB,RO,1279.66
getaroom,19601b,Superior,DB,RO,901.54
getaroom,19601b,Superior,DB,RO,1304.80
lotsofhotels,1091ca,Deluxe,DB,BC,695.72
lotsofhotels,1091ca,Deluxe,DB,BC,901.66
lotsofhotels,1091ca,Deluxe,DB,BC,1110.78
jacob,1091ca,Deluxe,DB,BC,629.03
lotsofhotels,1097e7,Apartment,DB,RO,502.02
lotsofhotels,1097e7,Apartment,DB,RO,552.06
lotsofhotels,1097e7,Apartment,DB,RO,6085.27
lotsofhotels,1097e7,Apartment,DB,RO,16727.40
hbeds,1091e3,Deluxe,QB,HB,2476.26
hbeds,1091e3,Deluxe,QB,HB,2832.37
compass,1091d1,Deluxe,DB,RO,1735.00
lotsofhotels,154829,Deluxe,TW,FB,2580.55
lotsofhotels,154829,Deluxe,TW,FB,2981.16
compass,1798ad,Suite,DB,BC,6300.00
compass,1798ad,Suite,DB,BC,14840.00
hbeds,1288cf,Junior Suite,TB,BC,1414.62
travco,195fbd,Standard,TW,RO,545.86
lotsofhotels_direct,1159ac,Standard,TB,BC,549.76
lotsofhotels_direct,1159ac,Standard,TB,BC,610.91
lotsofhotels,120993,Standard,DB,HB,570.58
hbeds,10926e,Deluxe,QB,BC,683.45
lotsofhotels,109cad,Standard,DB,HB,1217.19
lotsofhotels,109cad,Standard,DB,HB,1217.19
lotsofhotels,109cad,Standard,DB,HB,1297.20
lotsofhotels,109cad,Standard,DB,HB,1467.74
travco,19601b,Standard,DB,RO,667.10
lotsofhotels,175e0e,Standard,DB,HB,1426.31
tourico,110f7c,Standard,TW,RO,299.53
tourico,110f7c,Standard,TW,RO,368.62
getaroom,110f7c,Standard,TW,RO,603.70
getaroom,110f7c,Standard,TW,RO,796.25
getaroom,110f7c,Standard,TW,RO,1117.36
miki,171627,Standard,TW,RO,601.66
lotsofhotels,110f8e,Deluxe,DB,BC,418.04
hbeds,1091d1,Suite,TB,HB,1866.06
hbeds,19601b,Superior,DB,RO,636.37
hbeds,19601b,Superior,DB,RO,707.00
getaroom,113f04,Deluxe,DB,RO,361.89
lotsofhotels,110f8e,Deluxe,DB,FB,1024.24
lotsofhotels,1091ef,Standard,DB,RO,985.54
lotsofhotels,1091ef,Standard,DB,RO,1001.60
lotsofhotels,1091ef,Standard,DB,RO,1627.59
jacob,1091ef,Standard,DB,RO,514.67
getaroom,1091ef,Standard,DB,RO,550.14
getaroom,1091ef,Standard,DB,RO,453.36
getaroom,1091ef,Standard,DB,RO,468.44
getaroom,1091ef,Standard,DB,RO,623.00
getaroom,1091ef,Standard,DB,RO,801.63
getaroom,1091ef,Standard,DB,RO,890.91
getaroom,1091ef,Standard,DB,RO,568.95
getaroom,1091ef,Standard,DB,RO,798.38
getaroom,1091ef,Standard,DB,RO,951.33
getaroom,1091ef,Standard,DB,RO,1138.53
gta,195fde,Deluxe,DB,BC,1074.00
gta,195fde,Deluxe,DB,BC,1115.00
getaroom,1091d7,Deluxe,TW,RO,732.66
getaroom,1091d7,Deluxe,TW,RO,774.73
getaroom,1091d7,Deluxe,TW,RO,921.73
getaroom,1091d7,Deluxe,TW,RO,1131.92
hbeds,113f04,Standard,DB,BC,716.87
gta,195f9f,Standard,DB,RO,360.50
gta,195f9f,Standard,DB,RO,636.50
gta,195f9f,Standard,DB,RO,881.00
gta,195f9f,Standard,DB,RO,146738.00
tourico,195f9f,Standard,DB,RO,390.25
jacob,195f9f,Standard,DB,RO,356.58
hbeds,10ad8b,Suite,TB,BC,2271.44
hotusa,109206,Deluxe,TW,RO,936.73
